"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"2551","STM2743","SL1344_2727",0,662,0,662
"2552","STM2744","SL1344_2728",4.33e-45,173,4.29e-45,173
"2553","STM2745","SL1344_2729",0,874,0,874
"2554","STM2746","SL1344_2730",0,685,0,685
"2555","STM2747","SL1344_2731",0,638,0,638
"2556","STM2748","SL1344_2732",1.23e-63,236,9.02e-64,236
"2557","STM2749","SL1344_2733",4.26e-63,234,4.22e-63,234
"2558","STM2750","SL1344_2734",7.82e-120,423,7.75e-120,423
"2559","STM2751","SL1344_2735",2.69e-84,305,2.66e-84,305
"2560","STM2752","SL1344_2736",0,722,0,722
"2561","STM2753","SL1344_2737",0,820,0,820
"2562","STM2754","SL1344_2738",0,970,0,970
"2563","STM2755","SL1344_2739",2.57e-151,528,2.55e-151,528
"2564","STM2756","SL1344_2740",5.74e-135,474,5.68e-135,474
"2565","STM2757","SL1344_2741",0,695,0,695
"2566","STM2758","SL1344_2742",0,1262,0,1262
"2567","STM2759","SL1344_2743",0,1381,0,1381
"2568","STM2760","SL1344_2744",0,732,0,732
"2569","STM2761","SL1344_2745",0,1451,0,1451
"2570","STM2762","SL1344_2746",0,1013,0,1013
"2571","STM2763","SL1344_2747",1.37e-136,479,2.23e-136,479
"2572","STM2764","SL1344_2747A",5.28e-108,307,3.4e-107,307
"2573","STM2765","SL1344_2750",1.27e-57,215,1.26e-57,215
"2574","STM2766","SL1344_2751",4.51e-150,524,4.46e-150,524
"2575","STM2767","SL1344_2752",0,1515,0,1515
"2576","STM2768","SL1344_2753",1.1e-65,243,1.09e-65,243
"2577","STM2769","SL1344_2754",0,681,0,681
"2578","STM2770","SL1344_2755",3.68e-122,431,3.64e-122,431
"2579","STM2771","SL1344_2756",0,1063,0,1063
"2580","STM2772","SL1344_2757",5.03e-133,467,4.98e-133,467
"2581","STM2773","SL1344_2758",0,889,0,889
"2582","STM2774","SL1344_2759",0,1688,0,1688
"2583","STM2775","SL1344_2760",0,949,0,949
"2584","STM2776","SL1344_2761",0,764,0,764
"2585","STM2777","SL1344_2762",0,1710,0,1673
"2586","STM2780","SL1344_2763",0,824,0,824
"2587","STM2781","SL1344_2764",0,748,0,748
"2588","STM2782","SL1344_2765",0,739,0,739
"2589","STM2783","SL1344_2767",0,806,0,806
"2590","STM2784","SL1344_2768",0,968,0,968
"2591","STM2785","SL1344_2769",1.87e-153,391,1.85e-153,391
"2592","STM2786","SL1344_2770",0,774,0,774
"2593","STM2787","SL1344_2771",9.23e-101,360,9.14e-101,360
"2594","STM2788","SL1344_2772",0,1020,0,1020
"2595","STM2789","SL1344_2773",0,750,0,750
"2596","STM2790","SL1344_2774",0,961,0,961
"2597","STM2791","SL1344_2775",0,1135,0,1135
"2598","STM2792","SL1344_2776",0,971,0,971
"2599","STM2793","SL1344_2777",0,1070,0,1070
"2600","STM2794","SL1344_2778",3.53e-154,538,3.49e-154,538
"2601","STM2795","SL1344_2779",1.32e-104,373,1.3e-104,373
"2602","STM2796","SL1344_2780",8.85e-34,135,8.76e-34,135
"2603","STM2797","SL1344_2781",1.54e-49,189,1.07e-49,189
"2604","STM2798","SL1344_2782",3.28e-121,428,3.28e-121,428
"2605","STM2799","SL1344_2783",5.15e-83,301,5.1e-83,301
"2606","STM2800","SL1344_2784",6.44e-100,357,6.38e-100,357
"2607","STM2801","SL1344_2785",8.03e-79,286,7.95e-79,286
"2608","STM2802","SL1344_2786",1.56e-75,275,1.54e-75,275
"2609","STM2803","SL1344_2787",0,1059,0,1059
"2610","STM2804","SL1344_2788",2.17e-95,342,2.15e-95,342
"2611","STM2805","SL1344_2790",2.12e-53,201,2.1e-53,201
"2612","STM2806","SL1344_2791",6.22e-93,334,6.16e-93,334
"2613","STM2807","SL1344_2792",0,1702,0,1702
"2614","STM2808","SL1344_2793",0,761,0,761
"2615","STM2809","SL1344_2794",0,915,0,915
"2616","STM2810","SL1344_2795",0,774,0,762
"2617","STM2811","SL1344_2796",0,805,0,805
"2618","STM2812","SL1344_2797",0,858,0,858
"2619","STM2813","SL1344_2798",1.38e-118,419,1.38e-118,419
"2620","STM2814","SL1344_2799",0,875,0,875
"2621","STM2815","SL1344_2800",0,1161,0,1161
"2622","STM2816","SL1344_2801",0,1088,0,1088
"2623","STM2817","SL1344_2802",4.42e-117,414,4.38e-117,414
"2624","STM2818","SL1344_2803",0,1211,0,1211
"2625","STM2819","SL1344_2804",3.71e-90,325,3.68e-90,325
"2626","STM2820","SL1344_2805",1.9e-129,456,1.88e-129,456
"2627","STM2826","SL1344_2806",3.81e-39,153,3.92e-39,153
"2628","STM2827","SL1344_2807",0,1898,0,1898
"2629","STM2828","SL1344_2808",4.64e-118,418,4.6e-118,418
"2630","STM2829","SL1344_2809",0,781,0,781
"2631","STM2830","SL1344_2810",6.28e-114,404,6.22e-114,404
"2632","STM2831","SL1344_2811",0,804,0,804
"2633","STM2832","SL1344_2812",4.21e-123,434,4.17e-123,434
"2634","STM2833","SL1344_2813",0,715,0,715
"2635","STM2834","SL1344_2814",5.24e-81,294,5.19e-81,294
"2636","STM2835","SL1344_2815",7.8e-166,577,7.73e-166,577
"2637","STM2836","SL1344_2816",2e-73,269,1.98e-73,269
"2638","STM2837","SL1344_2817",0,627,0,627
"2639","STM2838","SL1344_2818",0,606,0,606
"2640","STM2839","SL1344_2819",0,1146,0,1146
"2641","STM2840","SL1344_2820",0,1174,0,1174
"2642","STM2841","SL1344_2821",0,852,0,852
"2643","STM2842","SL1344_2822",0,1109,0,1109
"2644","STM2843","SL1344_2823",1.55e-131,462,1.53e-131,462
"2645","STM2844","SL1344_2824",0,638,0,638
"2646","STM2845","SL1344_2825",4.25e-106,378,4.21e-106,378
"2647","STM2846","SL1344_2826",1.87e-90,325,1.85e-90,325
"2648","STM2847","SL1344_2827",4.76e-168,584,4.71e-168,584
"2649","STM2848","SL1344_2828",4.31e-128,451,4.27e-128,451
"2650","STM2849","SL1344_2829",0,1356,0,1356
"2651","STM2850","SL1344_2830",0,693,0,693
"2652","STM2851","SL1344_2831",0,785,0,785
"2653","STM2852","SL1344_2832",2.56e-125,272,2.54e-125,272
"2654","STM2853","SL1344_2833",2.78e-109,388,2.76e-109,388
"2655","STM2854","SL1344_2834",5.18e-81,294,5.12e-81,294
"2656","STM2855","SL1344_2835",0,701,0,701
"2657","STM2856","SL1344_2836",1.43e-58,219,1.42e-58,219
"2658","STM2857","SL1344_2837",0,909,0,909
"2659","STM2858","SL1344_2838",0,719,0,719
"2660","STM2859","SL1344_2839",0,1610,0,1610
"2661","STM2860","SL1344_2840",1.6e-79,289,1.58e-79,289
"2662","STM2861","SL1344_2841",0,715,0,715
"2663","STM2862","SL1344_2842",0,638,0,638
"2664","STM2863","SL1344_2843",0,665,0,665
"2665","STM2864","SL1344_2844",0,705,0,705
"2666","STM2865","SL1344_2845",0,363,0,363
"2667","STM2866","SL1344_2846",3.41e-176,611,3.38e-176,611
"2668","STM2867","SL1344_2847",0,700,0,700
"2669","STM2868","SL1344_2848",1.14e-102,366,1.13e-102,366
"2670","STM2869","SL1344_2849",1.08e-155,543,1.07e-155,543
"2671","STM2870","SL1344_2850",9.99e-133,467,9.9e-133,467
"2672","STM2871","SL1344_2851",5.5e-170,591,5.44e-170,591
"2673","STM2872","SL1344_2852",2.35e-70,258,2.33e-70,258
"2674","STM2873","SL1344_2853",1.51e-49,188,1.5e-49,188
"2675","STM2874","SL1344_2854",0,939,0,939
"2676","STM2875","SL1344_2855",0,729,0,729
"2677","STM2876","SL1344_2856",0,1320,0,1320
"2678","STM2877","SL1344_2857",3.75e-108,385,3.71e-108,385
"2679","STM2878","SL1344_2858",0,1265,0,1265
"2680","STM2879","SL1344_2859",1.1e-84,306,1.09e-84,306
"2681","STM2881","SL1344_2860",2.92e-53,201,2.89e-53,201
"2682","STM2882","SL1344_2861",0,1585,0,1585
"2683","STM2883","SL1344_2862",0,775,0,775
"2684","STM2884","SL1344_2863",0,888,0,888
"2685","STM2885","SL1344_2864",0,929,0,929
"2686","STM2886","SL1344_2865",5.8e-117,414,5.74e-117,414
"2687","STM2887","SL1344_2866",0,831,0,831
"2688","STM2888","SL1344_2867",0,433,0,433
"2689","STM2889","SL1344_2868",2.13e-56,211,2.11e-56,211
"2690","STM2890","SL1344_2869",2.32e-126,384,2.3e-126,384
"2691","STM2891","SL1344_2870",0,707,0,707
"2692","STM2892","SL1344_2871",0,710,0,710
"2693","STM2893","SL1344_2872",1.94e-89,322,1.92e-89,322
"2694","STM2894","SL1344_2873",0,1036,0,1036
"2695","STM2895","SL1344_2874",2.57e-90,325,2.55e-90,325
"2696","STM2896","SL1344_2875",0,1564,0,1591
"2697","STM2897","SL1344_2876",0,852,0,852
"2698","STM2898","SL1344_2877",0,1368,0,1368
"2699","STM2899","SL1344_2878",3.36e-150,525,3.32e-150,525
"2700","STM2900","SL1344_2879",5.45e-98,351,5.39e-98,351
"2701","STM2901","SL1344_2880",1.67e-103,369,1.65e-103,369
"2702","STM2902","SL1344_2881",1.1e-78,286,1.09e-78,286
"2703","STM2903","SL1344_2882",1.09e-71,263,1.08e-71,263
"2704","STM2904","SL1344_2884",1.36e-64,239,1.34e-64,239
"2705","STM2905","SL1344_2885",8.56e-121,427,8.48e-121,427
"2706","STM2906","SL1344_2885A",1.72e-41,161,2.27e-41,161
"2707","STM2907","SL1344_2886",1.04e-155,543,1.03e-155,543
"2708","STM2908","SL1344_2887",3.83e-119,421,3.79e-119,421
"2709","STM2909","SL1344_2888",0,1702,0,1702
"2710","STM2910","SL1344_2889",1.15e-85,309,1.14e-85,309
"2711","STM2911","SL1344_2890",0,937,0,937
"2712","STM2912","SL1344_2891",0,716,0,716
"2713","STM2913","SL1344_2892",0,1084,0,1084
"2714","STM2914","SL1344_2893",0,722,0,722
"2715","STM2915","SL1344_2894",1.48e-167,452,1.28e-151,455
"2716","STM2916","SL1344_2895",5.28e-152,531,5.23e-152,531
"2717","STM2917","SL1344_2896",0,984,0,984
"2718","STM2918","SL1344_2897",0,581,0,581
"2719","STM2919","SL1344_2898",7.62e-178,617,7.55e-178,617
"2720","STM2920","SL1344_2899",8.29e-89,320,8.21e-89,320
"2721","STM2921","SL1344_2900",1.72e-131,462,1.7e-131,462
"2722","STM2922","SL1344_2901",0,1136,0,1136
"2723","STM2923","SL1344_2902",1.05e-53,202,1.04e-53,202
"2724","STM2924","SL1344_2903",0,782,0,782
"2725","STM2925","SL1344_2904",0,726,0,726
"2726","STM2926","SL1344_2905",1.34e-139,489,1.33e-139,489
"2727","STM2927","SL1344_2906",3.18e-179,621,3.15e-179,621
"2728","STM2928","SL1344_2907",0,836,0,836
"2729","STM2929","SL1344_2908",2.13e-105,375,2.11e-105,375
"2730","STM2930","SL1344_2909",1.33e-161,563,1.32e-161,563
"2731","STM2931","SL1344_2910",3.85e-68,251,3.81e-68,251
"2732","STM2932","SL1344_2911",1.84e-84,305,1.83e-84,305
"2733","STM2933","SL1344_2912",4.22e-138,484,4.18e-138,484
"2734","STM2934","SL1344_2913",0,1121,0,1121
"2735","STM2935","SL1344_2914",0,739,0,739
"2736","STM2936","SL1344_2915",0,826,0,826
"2737","STM2937","SL1344_2916",4.97e-68,250,4.92e-68,250
"2738","STM2938","SL1344_2917",0,755,0,755
"2739","STM2939","SL1344_2918",3.94e-148,518,3.9e-148,518
"2740","STM2940","SL1344_2919",3.11e-163,568,3.08e-163,568
"2741","STM2941","SL1344_2920",0,783,0,783
"2742","STM2942","SL1344_2921",1.37e-125,443,1.35e-125,443
"2743","STM2943","SL1344_2922",0,1169,0,1169
"2744","STM2944","SL1344_2923",0,2144,0,2144
"2745","STM2945","SL1344_2924",0,766,0,766
"2746","STM2946","SL1344_2925",2.04e-170,592,2.04e-170,592
"2747","STM2947","SL1344_2926",0,1334,0,1334
"2748","STM2948","SL1344_2927",0,1122,0,1122
"2749","STM2949","SL1344_2928",9.88e-85,306,9.79e-85,306
"2750","STM2950","SL1344_2929",0,654,0,654
"2751","STM2951","SL1344_2930",1.58e-156,546,1.56e-156,546
"2752","STM2952","SL1344_2931",0,678,0,678
"2753","STM2953","SL1344_2932",0,1306,0,1306
"2754","STM2954","SL1344_2933",5.86e-170,591,5.8e-170,591
"2755","STM2955","SL1344_2936",1.97e-57,215,1.33e-57,215
"2756","STM2956","SL1344_2937",0,1738,0,1738
"2757","STM2957","SL1344_2938",0,1018,0,1018
"2758","STM2958","SL1344_2939",0,2102,0,2102
"2759","STM2959","SL1344_2940",0,850,0,850
"2760","STM2960","SL1344_2941",0,1081,0,1081
"2761","STM2961","SL1344_2942",0,1056,0,1056
"2762","STM2962","SL1344_2943",0,1079,0,1079
"2763","STM2963","SL1344_2944",8.24e-103,367,8.16e-103,367
"2764","STM2964","SL1344_2945",0,628,0,628
"2765","STM2965","SL1344_2946",9.29e-74,270,9.2e-74,270
"2766","STM2967","SL1344_2947",2.13e-123,435,2.1e-123,435
"2767","STM2968","SL1344_2948",0,693,0,693
"2768","STM2969","SL1344_2949",0,1076,0,1076
"2769","STM2970","SL1344_2950",0,689,0,689
"2770","STM2971","SL1344_2951",0,1087,0,1087
"2771","STM2972","SL1344_2952",0,661,0,661
"2772","STM2973","SL1344_2953",0,907,0,907
"2773","STM2974","SL1344_2954",3.61e-147,515,3.58e-147,515
"2774","STM2976","SL1344_2956",0,1419,0,1419
"2775","STM2977","SL1344_2957",0,1131,0,1131
"2776","STM2978","SL1344_2958",4.35e-92,331,4.31e-92,331
"2777","STM2979","SL1344_2959",4.38e-160,558,4.33e-160,558
"2778","STM2980","SL1344_2960",0,905,0,905
"2779","STM2981","SL1344_2961",3.63e-91,328,3.59e-91,328
"2780","STM2982","SL1344_2962",0,715,0,715
"2781","STM2983","SL1344_2963",4.93e-49,187,4.88e-49,187
"2782","STM2984","SL1344_2964",0,930,0,930
"2783","STM2985","SL1344_2965",4.98e-97,347,4.94e-97,347
"2784","STM2986","SL1344_2966",0,702,0,702
"2785","STM2987","SL1344_2967",0,631,0,631
"2786","STM2988","SL1344_2968",0,892,0,892
"2787","STM2991","SL1344_2969",0,923,0,923
"2788","STM2992","SL1344_2970",0,1029,0,1029
"2789","STM2993","SL1344_2971",0,1423,0,1423
"2790","STM2994","SL1344_2972",0,1728,0,1728
"2791","STM2995","SL1344_2973",0,2265,0,2265
"2792","STM2996","SL1344_2974",0,2635,0,2635
"2793","STM2997","SL1344_2975",2.97e-64,238,2.94e-64,238
"2794","STM2998","SL1344_2976",1.4e-88,269,1.39e-88,269
"2795","STM2999","SL1344_2977",3.57e-129,455,3.53e-129,455
"2796","STM3000","SL1344_2978",2.08e-97,349,2.06e-97,349
"2797","STM3001","SL1344_2979",0,662,0,662
"2798","STM3002","SL1344_2980",0,698,0,698
"2799","STM3003","SL1344_2981",0,1694,0,1694
"2800","STM3004","SL1344_2982",2.24e-124,439,2.21e-124,439
"2801","STM3005","SL1344_2983",8.72e-157,547,8.63e-157,547
"2802","STM3006","SL1344_2984",1.58e-147,516,1.56e-147,516
"2803","STM3007","SL1344_2985",6.28e-49,186,6.21e-49,186
"2804","STM3008","SL1344_2986",0,824,0,824
"2805","STM3009","SL1344_2987",0,548,0,548
"2806","STM3010","SL1344_2988",0,1699,0,1699
"2807","STM3011","SL1344_2989",0,783,0,783
"2808","STM3012","SL1344_2990",0,795,0,795
"2809","STM3013","SL1344_2991",0,1007,0,1007
"2810","STM3014","SL1344_2992",0,694,0,694
"2811","STM3015","SL1344_2993",7.63e-163,567,7.55e-163,567
"2812","STM3016","SL1344_2994",0,706,0,706
"2813","STM3017","SL1344_2995",1.13e-170,593,1.12e-170,593
"2814","STM3018","SL1344_2996",0,664,0,664
"2815","STM3019","SL1344_2997",0,903,0,903
"2816","STM3020","SL1344_2998",0,685,0,685
"2817","STM3021","SL1344_2999",3.75e-112,398,3.71e-112,398
"2818","STM3022","SL1344_3000",0,989,0,989
"2819","STM3023","SL1344_3001",1.81e-61,228,1.8e-61,228
"2820","STM3025","SL1344_3003",4e-174,604,3.64e-174,604
"2821","STM3026","SL1344_3005",0,841,0,841
"2822","STM3027","SL1344_3006",9.4e-173,600,9.31e-173,600
"2823","STM3028","SL1344_3007",0,1906,0,1905
"2824","STM3029","SL1344_3008",2.52e-173,602,2.5e-173,602
"2825","STM3030","SL1344_3009",5.22e-144,504,5.17e-144,504
"2826","STM3031","SL1344_3010",9.4e-130,456,9.31e-130,456
"2827","STM3033","SL1344_3011",2.13e-92,332,2.11e-92,332
"2828","STM3034","SL1344_3012",1.18e-51,195,1.17e-51,195
"2829","STM3036","SL1344_3013",0,664,0,664
"2830","STM3038","SL1344_3014",1.32e-172,599,1.3e-172,599
"2831","STM3039","SL1344_3015",4.37e-128,451,4.33e-128,451
"2832","STM3040","SL1344_3016",0,1194,0,1194
"2833","STM3041","SL1344_3017",0,633,0,631
"2834","STM3042","SL1344_3018",0,1341,0,1341
"2835","STM3043","SL1344_3019",7.67e-155,540,7.1e-155,540
"2836","STM3044","SL1344_3020",0,702,0,702
"2837","STM3045","SL1344_3021",2.03e-123,435,2.01e-123,435
"2838","STM3046","SL1344_3022",1.89e-94,339,1.87e-94,339
"2839","STM3047","SL1344_3023",1.89e-58,218,1.87e-58,218
"2840","STM3048","SL1344_3024",0,766,0,766
"2841","STM3049","SL1344_3025",2.69e-151,528,2.66e-151,528
"2842","STM3050","SL1344_3026",4.17e-69,254,4.13e-69,254
"2843","STM3051","SL1344_3027",0,1163,0,1163
"2844","STM3052","SL1344_3028",0,728,0,728
"2845","STM3053","SL1344_3029",0,2248,0,2248
"2846","STM3054","SL1344_3030",3.39e-82,298,3.4e-82,298
"2847","STM3055","SL1344_3031",0,871,0,871
"2848","STM3056","SL1344_3032",0,954,0,954
"2849","STM3057","SL1344_3033",0,902,0,902
"2850","STM3058","SL1344_3034",0,902,0,902
"2851","STM3059","SL1344_3035",1.57e-110,393,1.54e-110,393
"2852","STM3060","SL1344_3036",7.32e-71,260,7.25e-71,260
"2853","STM3061","SL1344_3037",2.72e-110,392,2.27e-110,392
"2854","STM3062","SL1344_3038",0,940,0,940
"2855","STM3063","SL1344_3039",2.91e-156,545,2.88e-156,545
"2856","STM3064","SL1344_3040",0,763,0,763
"2857","STM3065","SL1344_3041",8.49e-162,447,8.41e-162,447
"2858","STM3066","SL1344_3042",1.12e-133,344,1.11e-133,344
"2859","STM3067","SL1344_3043",0,687,0,687
"2860","STM3068","SL1344_3044",0,866,0,866
"2861","STM3069","SL1344_3045",0,884,0,884
"2862","STM3070","SL1344_3046",0,839,0,839
"2863","STM3071","SL1344_3047",7.01e-94,337,6.94e-94,337
"2864","STM3072","SL1344_3048",1.03e-133,470,1.02e-133,470
"2865","STM3073","SL1344_3049",8.22e-156,544,8.14e-156,544
"2866","STM3074","SL1344_3050",5.25e-155,541,5.19e-155,541
"2867","STM3075","SL1344_3051",3.14e-145,508,3.11e-145,508
"2868","STM3076","SL1344_3052",0,1557,0,1557
"2869","STM3077","SL1344_3053",7.55e-178,617,7.48e-178,617
"2870","STM3078","SL1344_3054",0,721,0,721
"2871","STM3079","SL1344_3055",0,674,0,674
"2872","STM3080","SL1344_3056",3.96e-105,374,3.92e-105,374
"2873","STM3081","SL1344_3057",0,793,0,793
"2874","STM3082","SL1344_3058",0,728,0,728
"2875","STM3083","SL1344_3059",0,1172,0,1172
"2876","STM3084","SL1344_3060",1.2e-154,540,1.1e-154,540
"2877","STM3085","SL1344_3061",1.26e-160,560,1.26e-160,560
"2878","STM3086","SL1344_3062",0,1013,0,1013
"2879","STM3087","SL1344_3063",2.76e-25,106,2.73e-25,106
"2880","STM3089","SL1344_3064",3.09e-66,244,3.06e-66,244
"2881","STM3090","SL1344_3065",0,935,0,935
"2882","STM3091","SL1344_3066",0,1103,0,1103
"2883","STM3092","SL1344_3067",5.36e-116,411,5.31e-116,411
"2884","STM3093","SL1344_3068",2.93e-155,542,2.9e-155,542
"2885","STM3094","SL1344_3069",7.24e-169,587,7.17e-169,587
"2886","STM3095","SL1344_3070",0,756,0,756
"2887","STM3096","SL1344_3071",1.89e-129,456,1.87e-129,456
"2888","STM3097","SL1344_3072",3.9e-95,341,3.86e-95,341
"2889","STM3098","SL1344_3073",2.1e-143,499,2.08e-143,499
"2890","STM3099","SL1344_3074",0,785,0,785
"2891","STM3100","SL1344_3075",5.08e-162,564,5.03e-162,564
"2892","STM3101","SL1344_3076",7.34e-126,444,7.27e-126,444
"2893","STM3102","SL1344_3077",5.31e-65,240,5.26e-65,240
"2894","STM3103","SL1344_3078",3.52e-132,465,3.48e-132,465
"2895","STM3104","SL1344_3079",0,899,0,899
"2896","STM3105","SL1344_3080",0,797,0,797
"2897","STM3106","SL1344_3081",0,775,0,775
"2898","STM3107","SL1344_3082",3e-171,595,2.97e-171,595
"2899","STM3108","SL1344_3083",9.29e-74,270,9.2e-74,270
"2900","STM3109","SL1344_3084",2.99e-167,582,2.96e-167,582
"2901","STM3110","SL1344_3085",0,866,0,866
"2902","STM3111","SL1344_3086",6.58e-61,226,6.52e-61,226
"2903","STM3112","SL1344_3087",0,862,0,862
"2904","STM3113","SL1344_3088",0,964,0,964
"2905","STM3114","SL1344_3089",0,1718,0,1718
"2906","STM3115","SL1344_3090",1.55e-155,543,1.54e-155,543
"2907","STM3117","SL1344_3091",5.25e-98,351,5.2e-98,351
"2908","STM3118","SL1344_3092",0,1081,0,1081
"2909","STM3119","SL1344_3093",1.09e-123,436,1.08e-123,436
"2910","STM3120","SL1344_3094",0,681,0,681
"2911","STM3121","SL1344_3095",1.45e-175,610,1.16e-175,610
"2912","STM3122","SL1344_3096",0,1409,0,1409
"2913","STM3123","SL1344_3097",0,975,0,975
"2914","STM3124","SL1344_3098",2.59e-158,552,2.57e-158,552
"2915","STM3125","SL1344_3099",3.81e-130,458,3.77e-130,458
"2916","STM3126","SL1344_3100",0,1061,0,1061
"2917","STM3127","SL1344_3101",3.41e-87,314,3.38e-87,314
"2918","STM3128","SL1344_3102",0,1012,0,1012
"2919","STM3129","SL1344_3103",0,1163,0,1163
"2920","STM3130","SL1344_3104",1.59e-85,309,1.58e-85,309
"2921","STM3131","SL1344_3105",5.19e-108,384,5.14e-108,384
"2922","STM3132","SL1344_3106",0,776,0,776
"2923","STM3133","SL1344_3107",0,684,0,684
"2924","STM3134","SL1344_3108",0,1041,0,1041
"2925","STM3135","SL1344_3109",0,958,0,958
"2926","STM3136","SL1344_3110",0,796,0,796
"2927","STM3137","SL1344_3111",0,1151,0,1151
"2928","STM3138","SL1344_3112",0,845,0,845
"2929","STM3139","SL1344_3113",0,1525,0,1525
"2930","STM3140","SL1344_3114",0,681,0,681
"2931","STM3141","SL1344_3115",9.68e-162,563,9.59e-162,563
"2932","STM3142","SL1344_3116",0,781,0,781
"2933","STM3143","SL1344_3117",1.32e-55,209,1.31e-55,209
"2934","STM3144","SL1344_3118",9.8e-78,283,9.71e-78,283
"2935","STM3145","SL1344_3119",4.16e-109,388,4.12e-109,388
"2936","STM3146","SL1344_3120",1.63e-105,376,1.61e-105,376
"2937","STM3147","SL1344_3121",0,1376,0,1376
"2938","STM3148","SL1344_3122",0,918,0,918
"2939","STM3149","SL1344_3123",0,816,0,816
"2940","STM3150","SL1344_3124",0,902,0,902
"2941","STM3151","SL1344_3125",7.18e-65,240,7.11e-65,240
"2942","STM3152","SL1344_3126",0,967,0,967
"2943","STM3153","SL1344_3127",4.19e-113,401,4.15e-113,401
"2944","STM3154","SL1344_3128",6.08e-113,401,6.02e-113,401
"2945","STM3155","SL1344_3129",6.67e-90,324,6.6e-90,324
"2946","STM3156","SL1344_3130",2.35e-93,335,2.33e-93,335
"2947","STM3157","SL1344_3131",0,714,0,714
"2948","STM3158","SL1344_3132",5.52e-99,354,5.47e-99,354
"2949","STM3159","SL1344_3133",3.85e-158,551,3.85e-158,551
"2950","STM3160","SL1344_3134",1.39e-28,117,1.37e-28,117
"2951","STM3161","SL1344_3135",0,932,0,932
"2952","STM3162","SL1344_3136",9.58e-151,527,9.49e-151,527
"2953","STM3163","SL1344_3137",0,716,0,716
"2954","STM3164","SL1344_3138",0,917,0,917
"2955","STM3165","SL1344_3139",0,631,0,631
"2956","STM3166","SL1344_3140",0,986,0,986
"2957","STM3167","SL1344_3141",1.58e-106,379,1.57e-106,379
"2958","STM3168","SL1344_3142",0,1785,0,1785
"2959","STM3169","SL1344_3143",0,761,0,761
"2960","STM3170","SL1344_3144",2.73e-112,398,2.7e-112,398
"2961","STM3171","SL1344_3145",0,907,0,907
"2962","STM3172","SL1344_3146",0,1014,0,1014
"2963","STM3173","SL1344_3147",1.18e-171,596,1.16e-171,596
"2964","STM3174","SL1344_3148",0,1766,0,1766
"2965","STM3175","SL1344_3149",0,689,0,689
"2966","STM3176","SL1344_3150",6.33e-86,310,6.27e-86,310
"2967","STM3177","SL1344_3151",1.67e-137,483,1.66e-137,483
"2968","STM3178","SL1344_3152",0,1025,0,1025
"2969","STM3179","SL1344_3153",1.97e-137,482,1.95e-137,482
"2970","STM3180","SL1344_3154",5.37e-72,264,5.32e-72,264
"2971","STM3181","SL1344_3155",0,1465,0,1465
"2972","STM3182","SL1344_3156",1.69e-123,436,1.67e-123,436
"2973","STM3183","SL1344_3157",0,690,0,690
"2974","STM3184","SL1344_3158",3.14e-96,345,3.11e-96,345
"2975","STM3185","SL1344_3159",6.12e-150,524,6.06e-150,524
"2976","STM3186","SL1344_3160",0,1219,0,1219
"2977","STM3187","SL1344_3161",1.79e-134,428,1.77e-134,428
"2978","STM3188","SL1344_3162",0,957,0,957
"2979","STM3189","SL1344_3163",0,702,0,702
"2980","STM3190","SL1344_3164",0,645,0,645
"2981","STM3193","SL1344_3166",2e-155,542,1.98e-155,542
