LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM3325,SL1344_3297,1.16E-137,483,1.14E-137,483
STM3326,SL1344_3298,2.79E-150,525,2.79E-150,525
STM3327,SL1344_3299,6.9E-151,527,6.83E-151,527
STM3328,SL1344_3300,0,1451,0,1484
STM3329,SL1344_3301,0,759,0,759
STM3330,SL1344_3302,0,3508,0,3508
STM3331,SL1344_3303,0,1138,0,1138
STM3332,SL1344_3304,0,839,0,839
STM3333,SL1344_3305,0,979,0,979
STM3334,SL1344_3306,0,1023,0,1023
STM3335,SL1344_3307,6.33E-95,341,6.26E-95,341
STM3336,SL1344_3308,3.59E-172,383,3.56E-172,383
STM3337,SL1344_3309,1.63E-160,559,1.61E-160,559
STM3338,SL1344_3310,0,988,0,988
STM3339,SL1344_3311,0,705,0,705
STM3340,SL1344_3312,3.06E-178,618,3.03E-178,618
STM3341,SL1344_3313,1.52E-104,373,1.5E-104,373
STM3342,SL1344_3314,3.55E-147,515,3.52E-147,515
STM3343,SL1344_3315,0,629,0,629
STM3344,SL1344_3316,3.06E-89,321,3.03E-89,321
STM3345,SL1344_3317,6.6E-97,347,6.53E-97,347
STM3346,SL1344_3318,0,889,0,889
STM3347,SL1344_3319,9.81E-95,340,9.72E-95,340
STM3348,SL1344_3320,0,831,0,831
STM3349,SL1344_3321,0,811,0,811
STM3350,SL1344_3322,9.18E-173,600,9.16E-173,600
STM3351,SL1344_0055,0,533,0,533
STM3351,SL1344_0745,0,533,0,533
STM3351,SL1344_3323,0,527,0,527
STM3352,SL1344_0056,0,1162,0,1162
STM3352,SL1344_0744,0,1161,0,1161
STM3352,SL1344_3324,0,1158,0,1158
STM3353,SL1344_3325,1.07E-37,109,1.06E-37,109
STM3354,SL1344_3326,1.32E-128,262,1.31E-128,262
STM3355,SL1344_3327,0,715,0,715
STM3356,SL1344_3328,0,1054,0,1054
STM3357,SL1344_3329,4.38E-145,508,4.34E-145,508
STM3358,SL1344_3330,2.17E-145,509,2.15E-145,509
STM3359,SL1344_3331,0,692,0,692
STM3360,SL1344_3332,6.32E-99,354,6.26E-99,354
STM3361,SL1344_3333,4.44E-57,214,4.4E-57,214
STM3362,SL1344_3334,3.57E-58,217,3.54E-58,217
STM3363,SL1344_3335,3.78E-58,217,3.74E-58,217
STM3364,SL1344_3336,0,1251,0,1251
STM3365,SL1344_3337,0,755,0,755
STM3366,SL1344_3338,9.5E-48,182,9.41E-48,182
STM3367,SL1344_3339,0,748,0,748
STM3368,SL1344_3340,0,1043,0,1043
STM3369,SL1344_3341,0,2229,0,2228
STM3370,SL1344_3342,0,1106,0,1106
STM3371,SL1344_3343,2.36E-131,462,2.34E-131,462
STM3372,SL1344_3344,1.08E-116,413,1.07E-116,413
STM3373,SL1344_3345,0,719,0,719
STM3374,SL1344_3346,0,816,0,816
STM3375,SL1344_3348,0,1484,0,1484
STM3376,SL1344_3349,0,754,0,754
STM3377,SL1344_3350,0,818,0,818
STM3378,SL1344_3351,4.89E-132,464,4.84E-132,464
STM3379,SL1344_3352,1.03E-96,347,1.02E-96,347
STM3380,SL1344_3353,0,976,0,976
STM3381,SL1344_3354,4.6E-55,207,4.55E-55,207
STM3382,SL1344_3355,0,972,0,972
STM3383,SL1344_3356,0,710,0,710
STM3384,SL1344_3357,0,780,0,780
STM3385,SL1344_3358,4.89E-64,237,4.84E-64,237
STM3386,SL1344_3359,0,711,0,711
STM3387,SL1344_3360,1.45E-34,138,1.44E-34,138
STM3388,SL1344_3361,0,1331,0,1331
STM3389,SL1344_3362,5.13E-151,528,5.08E-151,528
STM3390,SL1344_3363,0,630,0,630
STM3391,SL1344_3364,0,1973,0,1973
STM3392,SL1344_3365,5.35E-51,193,5.3E-51,193
STM3399,SL1344_3366,1.85E-125,442,1.83E-125,442
STM3400,SL1344_3367,1.22E-57,215,1.21E-57,215
STM3401,SL1344_3368,0,655,0,655
STM3402,SL1344_3369,5E-129,454,4.95E-129,454
STM3403,SL1344_3370,3.98E-131,461,3.94E-131,461
STM3404,SL1344_3371,5.02E-112,397,4.97E-112,397
STM3405,SL1344_3372,0,853,0,853
STM3406,SL1344_3373,5.11E-115,407,5.06E-115,407
STM3407,SL1344_3374,0,767,0,767
STM3408,SL1344_3375,0,1014,0,1014
STM3409,SL1344_3376,0,1103,0,1103
STM3410,SL1344_3377,1.89E-94,339,1.87E-94,339
STM3411,SL1344_3378,5.51E-59,220,5.46E-59,220
STM3412,SL1344_3379,1.45E-98,352,1.43E-98,352
STM3413,SL1344_3380,1.1E-81,296,1.09E-81,296
STM3414,SL1344_3381,3.01E-81,295,2.98E-81,295
STM3415,SL1344_3382,0,793,0,793
STM3416,SL1344_3383,1.97E-136,479,1.95E-136,479
STM3417,SL1344_3384,5.73E-73,267,4.56E-73,267
STM3418,SL1344_3385,4.08E-74,271,4.04E-74,271
STM3419,SL1344_3386,2.25E-22,96.4,2.23E-22,96.4
STM3420,SL1344_3387,0,621,0,621
STM3421,SL1344_3388,1.87E-85,309,1.85E-85,309
STM3422,SL1344_3389,1.95E-39,154,1.93E-39,154
STM3423,SL1344_3390,1.2E-121,429,1.19E-121,429
STM3424,SL1344_3391,1.11E-76,166,1.1E-76,166
STM3425,SL1344_3392,2.42E-121,429,2.4E-121,429
STM3426,SL1344_3393,9.31E-91,326,9.22E-91,326
STM3427,SL1344_3394,5.56E-61,227,5.18E-61,227
STM3428,SL1344_3395,6.37E-121,427,6.31E-121,427
STM3429,SL1344_3396,1.1E-68,253,1.09E-68,253
STM3430,SL1344_3397,1.04E-84,306,1.03E-84,306
STM3431,SL1344_3398,2.87E-56,211,2.84E-56,211
STM3432,SL1344_3399,1.71E-36,144,1.69E-36,144
STM3433,SL1344_3400,1.73E-97,349,1.71E-97,349
STM3434,SL1344_3401,1.01E-149,519,1E-149,519
STM3435,SL1344_3402,3.35E-77,281,3.32E-77,281
STM3436,SL1344_3403,2.24E-59,221,2.22E-59,221
STM3437,SL1344_3404,0,656,0,656
STM3438,SL1344_3405,1.42E-68,252,1.4E-68,252
STM3439,SL1344_3406,3.33E-135,475,3.3E-135,475
STM3440,SL1344_3407,1.85E-143,502,1.83E-143,502
STM3441,SL1344_3408,2.24E-69,255,2.22E-69,255
STM3442,SL1344_3409,6.32E-111,394,6.26E-111,394
STM3443,SL1344_3410,5.94E-110,391,5.88E-110,391
STM3444,SL1344_3411,9.35E-41,159,9.26E-41,159
STM3445,SL1344_3412,0,888,0,888
STM3445,SL1344_4085,0,866,0,866
STM3446,SL1344_3413,0,1639,0,1639
STM3447,SL1344_3414,5.39E-109,387,5.34E-109,387
STM3448,SL1344_3415,2.51E-83,302,2.49E-83,302
STM3449,SL1344_3416,3.19E-63,234,3.16E-63,234
STM3450,SL1344_3417,1.82E-68,252,1.8E-68,252
STM3451,SL1344_3418,2.59E-91,328,2.6E-91,328
STM3452,SL1344_3419,3.25E-160,558,3.28E-160,558
STM3453,SL1344_3420,5.13E-176,611,5.08E-176,611
STM3454,SL1344_3421,2.62E-46,177,2.59E-46,177
STM3455,SL1344_3422,1.13E-98,347,1.12E-98,347
STM3456,SL1344_3423,1.33E-44,171,1.31E-44,171
STM3457,SL1344_3424,0,1120,0,1120
STM3458,SL1344_3425,9.81E-130,456,9.71E-130,456
STM3459,SL1344_3426,0,1449,0,1449
STM3461,SL1344_3428,3.91E-68,251,3.87E-68,251
STM3462,SL1344_3429,0,868,0,868
STM3464,SL1344_3431,0,674,0,674
STM3465,SL1344_3432,8.29E-89,320,8.21E-89,320
STM3466,SL1344_3433,4.14E-141,495,4.1E-141,495
STM3467,SL1344_3434,0,1526,0,1526
STM3468,SL1344_3435,0,983,0,983
STM3469,SL1344_3436,2.81E-130,458,2.78E-130,458
STM3470,SL1344_3437,2.24E-138,485,2.22E-138,485
STM3471,SL1344_3438,1.79E-32,131,1.77E-32,131
STM3472,SL1344_3439,3.36E-112,398,3.33E-112,398
STM3473,SL1344_3440,0,934,0,934
STM3474,SL1344_3441,0,1621,0,1621
STM3475,SL1344_3442,5.69E-72,264,5.63E-72,264
STM3476,SL1344_3443,0,660,0,660
STM3477,SL1344_3444,0,1070,0,1070
STM3479,SL1344_0885,6.61E-108,384,6.55E-108,384
STM3479,SL1344_1166,6.61E-108,384,7.52E-108,384
STM3479,SL1344_1746,6.61E-108,384,6.55E-108,384
STM3479,SL1344_1886,6.61E-108,384,7.52E-108,384
STM3479,SL1344_2434,6.61E-108,384,6.55E-108,384
STM3479,SL1344_3267,6.61E-108,384,6.55E-108,384
STM3479,SL1344_3446,6.61E-108,384,6.55E-108,384
STM3480,SL1344_3447,1.36E-36,144,1.35E-36,144
STM3481,SL1344_3448,0,814,0,814
STM3482,SL1344_3449,3.7E-161,561,3.66E-161,561
STM3483,SL1344_3450,7.2E-159,554,7.13E-159,554
STM3484,SL1344_3451,0,675,0,675
STM3486,SL1344_3453,0,813,0,813
STM3487,SL1344_3454,2.03E-119,422,2.01E-119,422
STM3488,SL1344_3455,0,550,0,550
STM3489,SL1344_3456,8.2E-93,333,8.12E-93,333
STM3490,SL1344_3457,4.64E-107,381,4.59E-107,381
STM3491,SL1344_3458,1.34E-112,255,1.33E-112,255
STM3492,SL1344_3459,0,634,0,634
STM3493,SL1344_3460,0,2000,0,2000
STM3494,SL1344_3461,4.49E-131,461,4.14E-131,461
STM3495,SL1344_3462,0,1169,0,1169
STM3496,SL1344_3463,4.43E-157,548,4.38E-157,548
STM3497,SL1344_3464,1.22E-73,270,1.21E-73,270
STM3498,SL1344_3465,0,653,0,653
STM3499,SL1344_3466,0,1244,0,1244
STM3500,SL1344_3467,0,1276,0,1276
STM3501,SL1344_3468,0,946,0,946
STM3502,SL1344_3469,3.23E-160,558,3.2E-160,558
STM3503,SL1344_3470,2.48E-107,382,2.45E-107,382
STM3504,SL1344_3471,0,1770,0,1770
STM3505,SL1344_3472,2.76E-46,177,2.73E-46,177
STM3506,SL1344_3473,0,1353,0,1353
STM3507,SL1344_3474,1.11E-50,192,1.1E-50,192
STM3508,SL1344_3475,0,771,0,771
STM3509,SL1344_3476,9.01E-180,623,8.93E-180,623
STM3510,SL1344_3477,1.75E-161,562,1.74E-161,562
STM3511,SL1344_3478,1.94E-129,456,1.92E-129,456
STM3512,SL1344_3479,0,884,0,884
STM3513,SL1344_3480,0,1686,0,1686
STM3514,SL1344_3481,0,1859,0,1859
STM3515,SL1344_3482,0,1559,0,1559
STM3516,SL1344_3483,7.26E-62,230,7.18E-62,230
STM3517,SL1344_3484,3.79E-59,221,3.75E-59,221
STM3518,SL1344_3485,0,752,0,752
STM3519,SL1344_3486,0,977,0,977
STM3521,SL1344_3487,0,1215,0,1215
STM3522,SL1344_3488,0,1256,0,1256
STM3523,SL1344_3489,2.57E-144,265,2.53E-144,265
STM3524,SL1344_3491,0,675,0,675
STM3525,SL1344_3492,1.5E-75,275,1.48E-75,275
STM3526,SL1344_3493,0,1085,0,1085
STM3527,SL1344_3494,8.2E-128,450,8.12E-128,450
STM3528,SL1344_3495,0,1178,0,1178
STM3529,SL1344_3496,0,916,0,916
STM3531,SL1344_3498,0,1275,0,1275
STM3532,SL1344_3499,0,721,0,721
STM3533,SL1344_3500,2.29E-163,569,2.26E-163,569
STM3534,SL1344_3501,0,1897,0,1897
STM3535,SL1344_3502,0,944,0,944
STM3536,SL1344_3503,0,846,0,846
STM3537,SL1344_3504,0,1660,0,1660
STM3538,SL1344_3505,0,1847,0,1847
STM3539,SL1344_3506,0,839,0,839
STM3541,SL1344_3507,0,988,0,988
STM3542,SL1344_3508,1.91E-118,419,1.89E-118,419
STM3543,SL1344_3509,0,793,0,793
STM3544,SL1344_3510,1.4E-162,566,1.39E-162,566
STM3545,SL1344_3511,0,833,0,833
STM3546,SL1344_3512,4.83E-111,394,4.79E-111,394
STM3547,SL1344_3513,0,753,0,753
STM3548,SL1344_3514,3.17E-179,621,3.14E-179,621
STM3549,SL1344_3515,0,773,0,773
STM3550,SL1344_3516,0,827,0,827
STM3551,SL1344_3517,0,1355,0,1355
STM3552,SL1344_3518,4.27E-80,291,4.23E-80,291
STM3553,SL1344_3519,7.95E-163,567,7.87E-163,567
STM3554,SL1344_3520,0,805,0,805
STM3555,SL1344_3521,0,634,0,634
STM3556,SL1344_3522,0,657,0,657
STM3557,SL1344_3523,0,1039,0,1038
STM3558,SL1344_3524,1.79E-83,302,1.77E-83,302
STM3559,SL1344_3525,1.35E-49,188,1.34E-49,188
STM3560,SL1344_3526,3.75E-158,551,3.72E-158,551
STM3561,SL1344_3527,0,632,0,632
STM3562,SL1344_3528,0,842,0,842
STM3563,SL1344_3529,0,703,0,703
STM3564,SL1344_3530,0,868,0,868
STM3565,SL1344_3531,3.86E-84,304,3.82E-84,304
STM3567,SL1344_3532,0,835,0,835
STM3568,SL1344_3533,0,698,0,698
STM3569,SL1344_3534,0,695,0,695
STM3570,SL1344_3535,4.07E-152,531,4.03E-152,531
STM3571,SL1344_3536,0,689,0,689
STM3572,SL1344_3537,1.41E-133,365,1.39E-133,365
STM3573,SL1344_3538,1.43E-58,219,1.42E-58,219
STM3574,SL1344_3539,1.32E-51,196,6.77E-52,196
STM3575,SL1344_3540,1.46E-118,407,1.44E-118,407
STM3576,SL1344_3541,0,1662,0,1662
STM3577,SL1344_3542,0,810,0,810
STM3578,SL1344_3543,8.87E-55,206,8.78E-55,206
STM3579,SL1344_3544,5.13E-159,554,5.08E-159,554
STM3580,SL1344_3545,7.78E-131,460,7.71E-131,460
STM3581,SL1344_3546,0,883,0,883
STM3582,SL1344_3547,0,711,0,711
STM3583,SL1344_3548,6.96E-129,454,6.89E-129,454
STM3584,SL1344_3549,4.71E-78,284,4.66E-78,284
STM3585,SL1344_3550,0,916,0,916
STM3586,SL1344_3551,0,1624,0,1624
STM3587,SL1344_3552,7.8E-147,366,7.72E-147,366
STM3588,SL1344_3553,0,898,0,898
STM3589,SL1344_3554,0,1144,0,1144
STM3590,SL1344_3555,2.9E-75,275,2.87E-75,275
STM3591,SL1344_3556,4.85E-97,347,4.8E-97,347
STM3592,SL1344_3557,0,878,0,878
STM3593,SL1344_3558,2.48E-172,599,2.46E-172,599
STM3594,SL1344_3559,0,1591,0,1591
STM3595,SL1344_3560,0,971,0,971
STM3596,SL1344_3561,0,676,0,676
STM3597,SL1344_3562,0,1042,0,1042
STM3598,SL1344_3563,0,772,0,772
STM3599,SL1344_3564,0,878,0,878
STM3600,SL1344_3565,0,685,0,685
STM3601,SL1344_3566,0,757,0,757
STM3602,SL1344_3567,7.15E-166,577,7.08E-166,577
STM3603,SL1344_3568,0,1301,0,1301
STM3604,SL1344_3569,0,1205,0,1205
STM3605,SL1344_3570,5.99E-79,287,5.93E-79,287
STM3606,SL1344_3571,5.33E-137,481,5.28E-137,481
STM3607,SL1344_3572,0,734,0,734
STM3608,SL1344_3573,0,785,0,785
STM3609,SL1344_3574,0,615,0,615
STM3610,SL1344_3575,0,1420,0,1420
STM3611,SL1344_3576,3.2E-175,608,3.17E-175,608
STM3612,SL1344_3577,0,729,0,729
STM3613,SL1344_3578,0,1132,0,1132
STM3614,SL1344_3579,0,1053,0,1053
STM3615,SL1344_3580,0,1151,0,1151
STM3616,SL1344_3581,0,1462,0,1462
STM3617,SL1344_3582,0,876,0,876
STM3618,SL1344_3583,0,1571,0,1571
STM3619,SL1344_3584,0,2068,0,2068
STM3620,SL1344_3585,2.68E-173,602,2.65E-173,602
STM3621,SL1344_3586,2.67E-44,171,2.64E-44,171
STM3622,SL1344_3587,0,1266,0,1266
STM3623,SL1344_3588,4.43E-40,156,4.38E-40,156
STM3624,SL1344_3589,0,907,0,907
STM3624A,SL1344_3590,2.16E-29,120,7.67E-29,120
STM3625,SL1344_3591,0,1015,0,1015
STM3626,SL1344_3592,0,804,0,804
STM3627,SL1344_3593,0,679,0,679
STM3628,SL1344_3594,0,628,0,628
STM3629,SL1344_3595,0,825,0,825
STM3630,SL1344_3596,0,1262,0,1262
STM3631,SL1344_3597,0,1042,0,1042
STM3632,SL1344_3598,0,937,0,937
STM3633,SL1344_3599,0,778,0,778
STM3635,SL1344_3600,0,1193,0,1193
STM3636,SL1344_3601,8.5E-121,427,8.51E-121,427
STM3637,SL1344_3602,0,553,0,553
STM3638,SL1344_3604,0,1966,0,1966
STM3639,SL1344_3605,5.15E-156,544,5.1E-156,544
STM3640,SL1344_3606,5.84E-112,397,5.79E-112,397
STM3641,SL1344_3607,1.22E-156,546,1.2E-156,546
STM3642,SL1344_3608,2.72E-137,482,2.69E-137,482
STM3643,SL1344_3609,1.29E-100,359,1.28E-100,359
STM3644,SL1344_3610,0,1889,0,1889
STM3645,SL1344_3611,1.82E-134,473,1.69E-134,473
STM3646,SL1344_3612,0,792,0,792
STM3647,SL1344_3613,3.12E-162,388,3.09E-162,388
STM3648,SL1344_3614,9.26E-64,236,9.17E-64,236
STM3649,SL1344_3615,1.18E-41,162,1.04E-41,162
STM3650,SL1344_3616,1.03E-94,340,7.37E-95,340
STM3651,SL1344_3617,1.07E-112,400,1.06E-112,400
STM3652,SL1344_3618,1.05E-61,229,1.04E-61,229
STM3653,SL1344_3619,1.19E-106,380,1.18E-106,380
STM3655,SL1344_3620,0,1297,0,1297
STM3656,SL1344_3621,0,628,0,628
STM3657,SL1344_3622,2.14E-69,255,2.12E-69,255
STM3658,SL1344_3623,0,824,0,824
STM3659,SL1344_3624,4.66E-84,304,4.62E-84,304
STM3660,SL1344_3625,0,1130,0,1130
STM3661,SL1344_3626,0,1082,0,1082
STM3662,SL1344_3627,0,906,0,906
STM3663,SL1344_3628,0,649,0,649
STM3664,SL1344_3629,0,1687,0,1687
STM3665,SL1344_3630,0,1015,0,1015
STM3666,SL1344_3631,1.2E-110,393,1.19E-110,393
STM3667,SL1344_3632,0,629,0,629
STM3668,SL1344_3633,0,793,0,793
STM3669,SL1344_3634,1.09E-109,390,1.08E-109,390
STM3670,SL1344_3635,0,741,0,741
STM3671,SL1344_3636,3.69E-92,331,3.65E-92,331
STM3672,SL1344_3637,0,712,0,712
STM3673,SL1344_3638,0,767,0,767
STM3674,SL1344_3639,0,1171,0,1171
STM3675,SL1344_3640,4.72E-150,524,4.67E-150,524
STM3676,SL1344_3641,0,707,0,707
STM3677,SL1344_3642,1.65E-156,546,1.56E-156,546
STM3678,SL1344_3643,0,656,0,656
STM3679,SL1344_3644,0,1613,0,1613
STM3680,SL1344_3645,0,1000,0,1000
STM3681,SL1344_3646,0,651,0,651
STM3682,SL1344_3647,0,1437,0,1437
STM3683,SL1344_3648,0,963,0,1001
STM3684,SL1344_3649,1.51E-133,469,1.5E-133,469
STM3685,SL1344_3650,0,1146,0,1146
STM3686,SL1344_3651,0,885,0,885
STM3687,SL1344_3652,1.27E-121,346,1.26E-121,346
STM3688,SL1344_3653,6.08E-46,176,6.02E-46,176
STM3689,SL1344_3654,8.44E-63,233,8.36E-63,233
STM3690,SL1344_3655,1.08E-143,503,1.07E-143,503
STM3692,SL1344_3657,0,974,0,974
STM3693,SL1344_3658,2.77E-165,575,2.74E-165,575
STM3694,SL1344_3659,0,955,0,955
STM3695,SL1344_3660,2.46E-107,382,2.43E-107,382
STM3696,SL1344_3661,0,806,0,806
STM3697,SL1344_3662,0,954,0,954
STM3698,SL1344_3663,0,917,0,917
STM3699,SL1344_3665,0,656,0,656
STM3700,SL1344_3666,0,802,0,802
STM3701,SL1344_3667,3.59E-108,385,3.56E-108,385
STM3702,SL1344_3668,2.4E-58,218,2.38E-58,218
STM3703,SL1344_3669,1.71E-96,346,1.69E-96,346
STM3704,SL1344_3670,0,1247,0,1247
STM3705,SL1344_3671,0,588,0,588
STM3706,SL1344_3672,0,770,0,770
STM3707,SL1344_3673,0,837,0,837
STM3708,SL1344_3674,0,790,0,790
STM3709,SL1344_3675,0,848,0,848
STM3710,SL1344_3676,0,749,0,749
STM3711,SL1344_3677,0,805,0,805
STM3712,SL1344_3678,0,776,0,776
STM3713,SL1344_3679,0,791,0,791
STM3714,SL1344_3680,0,707,0,707
STM3715,SL1344_3681,0,640,0,640
STM3716,SL1344_3682,5.04E-126,445,3.75E-126,445
STM3717,SL1344_3683,0,807,0,807
STM3718,SL1344_3684,0,818,0,818
STM3719,SL1344_3685,0,877,0,877
STM3720,SL1344_3686,1.03E-49,189,1.02E-49,189
STM3721,SL1344_3687,1.29E-179,623,1.28E-179,623
STM3722,SL1344_3688,0,904,0,904
STM3723,SL1344_3689,0,826,0,826
STM3724,SL1344_3690,0,939,0,939
STM3725,SL1344_3691,3.43E-111,395,3.4E-111,395
STM3726,SL1344_3692,0,656,0,656
STM3727,SL1344_3693,2.09E-34,137,2.07E-34,137
STM3728,SL1344_3694,4.06E-50,190,4.02E-50,190
STM3729,SL1344_3695,4.05E-152,531,4.01E-152,531
STM3730,SL1344_3696,0,794,0,794
STM3731,SL1344_3697,6.05E-107,380,5.99E-107,380
STM3732,SL1344_3698,4.17E-134,471,4.13E-134,471
STM3733,SL1344_3699,1.75E-142,499,1.73E-142,499
STM3734,SL1344_3700,8.34E-160,557,8.26E-160,557
STM3735,SL1344_3701,0,651,0,651
STM3736,SL1344_3702,0,654,0,654
STM3737,SL1344_3703,0,695,0,695
STM3738,SL1344_3704,1.04E-118,268,1.03E-118,268
STM3739,SL1344_3705,0,1362,0,1362
STM3740,SL1344_3706,5.16E-148,517,5.11E-148,517
STM3741,SL1344_3707,4.85E-42,160,4.8E-42,160
STM3742,SL1344_3708,0,1621,0,1621
STM3743,SL1344_3709,5.36E-163,567,5.3E-163,567
STM3744,SL1344_3710,0,1575,0,1575
STM3745,SL1344_3711,0,706,0,706
STM3746,SL1344_3712,0,793,0,793
STM3747,SL1344_3713,0,1025,0,1025
STM3748,SL1344_3714,0,1322,0,1322
STM3749,SL1344_3715,0,1863,0,1863
STM3750,SL1344_3716,0,904,0,904
STM3752,SL1344_3717,1.16E-79,289,1.27E-79,289
STM3753,SL1344_3718,0,944,0,944
STM3755,SL1344_3720,0,828,0,828
STM3756,SL1344_3722,4E-133,468,3.96E-133,468
STM3757,SL1344_3723,0,2236,0,2236
STM3758,SL1344_3724,2.62E-108,385,2.72E-108,385
STM3759,SL1344_3725,0,651,0,651
STM3761,SL1344_3726,2.2E-152,532,2.18E-152,532
STM3762,SL1344_3727,4.06E-105,374,4.02E-105,374
STM3763,SL1344_3728,0,2138,0,2138
STM3764,SL1344_3729,2.66E-158,552,2.64E-158,552
STM3765,SL1344_3730,0,668,0,668
STM3766,SL1344_3731,0,692,0,692
STM3767,SL1344_3732,6.81E-161,560,6.75E-161,560
STM3768,SL1344_3733,0,913,0,913
STM3769,SL1344_3734,0,651,0,651
STM3770,SL1344_3735,1.78E-168,586,1.77E-168,586
STM3771,SL1344_3736,7.78E-113,400,7.71E-113,400
STM3772,SL1344_3737,8.21E-92,330,8.13E-92,330
STM3773,SL1344_3738,0,2138,0,2138
STM3774,SL1344_3739,1.89E-64,238,1.87E-64,238
STM3775,SL1344_3740,0,1177,0,1177
STM3776,SL1344_3741,0,685,0,685
STM3777,SL1344_3743,1.72E-79,289,1.71E-79,289
STM3778,SL1344_3744,2.57E-70,258,2.55E-70,258
STM3779,SL1344_3745,1.81E-57,215,1.8E-57,215
STM3780,SL1344_3746,0,687,0,687
STM3781,SL1344_3747,0,1193,0,1193
STM3782,SL1344_3748,0,1144,0,1144
STM3783,SL1344_3749,4.12E-62,231,4.08E-62,231
STM3784,SL1344_3750,5.94E-106,377,5.88E-106,377
STM3785,SL1344_3751,6.81E-169,587,6.75E-169,587
STM3786,SL1344_3752,1.05E-105,376,1.04E-105,376
STM3787,SL1344_3753,0,1106,0,1106
STM3788,SL1344_3754,0,960,0,960
STM3790,SL1344_3756,2.75E-129,455,2.73E-129,455
STM3791,SL1344_3757,0,826,0,826
STM3792,SL1344_3758,0,878,0,878
STM3793,SL1344_3759,0,692,0,692
STM3794,SL1344_3760,0,643,0,643
STM3795,SL1344_3761,1.18E-62,232,1.16E-62,232
STM3796,SL1344_3762,0,1331,0,1331
STM3796A,SL1344_3765,0,635,0,635
STM3797,SL1344_3763,6.46E-19,84.9,6.4E-19,84.9
STM3798,SL1344_3766,0,922,0,922
STM3799,SL1344_3767,0,839,0,839
STM3800,SL1344_3768,0,744,0,744
STM3801,SL1344_3769,0,866,0,866
STM3802,SL1344_3770,0,1019,0,1019
STM3803,SL1344_3771,1.11E-121,339,1.1E-121,339
STM3804,SL1344_3772,5.67E-82,297,5.62E-82,297
STM3805,SL1344_3773,1.09E-78,286,1.08E-78,286
STM3807,SL1344_3774,0,1301,0,1301
STM3808,SL1344_3775,1.99E-98,352,2E-98,352
STM3809,SL1344_3776,1.5E-95,342,1.52E-95,342
STM3810,SL1344_3777,6.01E-76,277,5.95E-76,277
STM3811,SL1344_3778,0,1033,0,1033
STM3812,SL1344_3779,0,460,0,460
STM3813,SL1344_2223A,3.52E-113,401,3.49E-113,401
STM3813,SL1344_3780,3.52E-113,401,3.49E-113,401
STM3814,SL1344_2223B,0,825,0,825
STM3814,SL1344_3781,0,825,0,825
STM3815,SL1344_2223C,3.2E-106,378,3.17E-106,378
STM3815,SL1344_3782,4.06E-105,374,4.02E-105,374
STM3816,SL1344_3782A,1.35E-44,114,1.34E-44,114
STM3817,SL1344_2223E,1.89E-173,602,1.9E-173,602
STM3817,SL1344_3783,1.89E-173,602,1.87E-173,602
STM3820,SL1344_3786,0,1138,0,1138
STM3821,SL1344_3787,2.01E-144,506,2E-144,506
STM3822,SL1344_3788,0,1306,0,1306
STM3823,SL1344_3789,0,891,0,891
STM3824,SL1344_3790,2.65E-158,552,2.62E-158,552
STM3825,SL1344_3791,0,733,0,733
STM3826,SL1344_3792,0,1617,0,1617
STM3827,SL1344_3793,0,1082,0,1082
STM3828,SL1344_3794,0,933,0,933
STM3829,SL1344_3796,0,701,0,701
STM3830,SL1344_3797,4.22E-160,558,4.18E-160,558
STM3831,SL1344_3798,0,679,0,679
STM3832,SL1344_3799,0,1007,0,1007
STM3833,SL1344_3800,0,989,0,989
STM3834,SL1344_3801,0,707,0,707
STM3835,SL1344_3802,0,1830,0,1830
STM3836,SL1344_3803,0,847,0,847
STM3837,SL1344_3804,0,876,0,876
STM3838,SL1344_3805,0,1056,0,1056
STM3839,SL1344_3806,2E-28,116,1.98E-28,116
STM3840,SL1344_3807,1.45E-81,296,1.44E-81,296
STM3841,SL1344_3808,2.09E-56,211,2.07E-56,211
STM3842,SL1344_3809,0,1281,0,1281
STM3843,SL1344_3810,0,911,0,911
STM3845,SL1344_3812,0,722,0,722
STM3846,SL1344_3813,0,689,0,689
STM3847,SL1344_3814,0,895,0,895
STM3848,SL1344_3815,0,698,0,698
STM3849,SL1344_3816,1.42E-177,616,1.41E-177,616
STM3850,SL1344_3817,1.98E-129,456,1.96E-129,456
STM3851,SL1344_3818,0,960,0,960
STM3852,SL1344_3819,1.24E-153,536,1.22E-153,536
STM3853,SL1344_3820,1.87E-161,562,1.86E-161,562
STM3854,SL1344_3821,0,631,0,631
STM3855,SL1344_3822,0,676,0,676
STM3856,SL1344_3823,0,786,0,786
STM3857,SL1344_3824,0,778,0,778
STM3858,SL1344_3825,0,1092,0,1092
STM3859,SL1344_3826,0,668,0,668
STM3860,SL1344_3827,0,1447,0,1447
STM3861,SL1344_3828,0,1382,0,1382
STM3862,SL1344_3829,0,1075,0,1075
STM3863,SL1344_3830,5.72E-136,462,5.66E-136,462
STM3864,SL1344_3831,3.64E-94,338,3.6E-94,338
STM3865,SL1344_3832,0,707,0,707
STM3866,SL1344_3833,0,661,0,661
STM3867,SL1344_3834,0,1167,0,1167
STM3868,SL1344_3835,5.36E-123,434,5.3E-123,434
STM3869,SL1344_3836,5.84E-106,377,5.78E-106,377
