gene_name,type,new_locus,old_locus
bamB, protein_coding, STM14_RS13825, STM14_3091
STM14_RS13830, protein_coding, STM14_RS13830, STM14_3092
hisS, protein_coding, STM14_RS13835, STM14_3093
ispG, protein_coding, STM14_RS13840, STM14_3094
rodZ, protein_coding, STM14_RS13845, STM14_3095
STM14_RS13850, protein_coding, STM14_RS13850, STM14_3097
ndk, protein_coding, STM14_RS13855, STM14_3098
STM14_RS13860, protein_coding, STM14_RS13860, STM14_3100
STM14_RS13865, protein_coding, STM14_RS13865, STM14_3101
dmsB, protein_coding, STM14_RS13870, STM14_3102
STM14_RS13875, protein_coding, STM14_RS13875, STM14_3103
pbpC, protein_coding, STM14_RS13880, STM14_3104
STM14_RS13885, protein_coding, STM14_RS13885, STM14_3105
sseA, protein_coding, STM14_RS13890, STM14_3106
STM14_RS13895, protein_coding, STM14_RS13895, STM14_3108
timP, protein_coding, STM14_RS26900,
sseB, protein_coding, STM14_RS13900, STM14_3110
pepB, protein_coding, STM14_RS13905, STM14_3111
iscX, protein_coding, STM14_RS13910, STM14_3112
fdx, protein_coding, STM14_RS13915, STM14_3113
hscA, protein_coding, STM14_RS13920, STM14_3114
hscB, protein_coding, STM14_RS13925, STM14_3115
iscA, protein_coding, STM14_RS13930, STM14_3116
iscU, protein_coding, STM14_RS13935, STM14_3117
iscS, protein_coding, STM14_RS13940, STM14_3118
iscR, protein_coding, STM14_RS13945, STM14_3120
trmJ, protein_coding, STM14_RS13950, STM14_3121
suhB, protein_coding, STM14_RS13955, STM14_3124
STM14_RS13960, protein_coding, STM14_RS13960, STM14_3125
asrA, protein_coding, STM14_RS13965, STM14_3126
asrB, protein_coding, STM14_RS13970, STM14_3127
asrC, protein_coding, STM14_RS13975, STM14_3128
STM14_RS13980, protein_coding, STM14_RS13980, STM14_3129
STM14_RS13985, protein_coding, STM14_RS13985, STM14_3130
csiE, protein_coding, STM14_RS13990, STM14_3131
STM14_RS13995, protein_coding, STM14_RS13995, STM14_3132
STM14_RS14000, protein_coding, STM14_RS14000, STM14_3133
hmpA, protein_coding, STM14_RS14005, STM14_3135
cadC, protein_coding, STM14_RS14010, STM14_3136
cadB, protein_coding, STM14_RS14015, STM14_3137
cadA, protein_coding, STM14_RS14020, STM14_3138
dtpD, protein_coding, STM14_RS14025, STM14_3139
glnB, protein_coding, STM14_RS14030, STM14_3140
glrR, protein_coding, STM14_RS14035, STM14_3141
qseG, protein_coding, STM14_RS14040, STM14_3142
qseE, protein_coding, STM14_RS14045, STM14_3143
purL, protein_coding, STM14_RS14050, STM14_3145
STM14_RS14055, protein_coding, STM14_RS14055, STM14_3146
mltF, protein_coding, STM14_RS14060, STM14_3147
tadA, protein_coding, STM14_RS14065, STM14_3148
yfhb, protein_coding, STM14_RS14070, STM14_3149
STM14_RS14075, protein_coding, STM14_RS14075, STM14_3150
murQ, protein_coding, STM14_RS14080, STM14_3151
STM14_RS14085, protein_coding, STM14_RS14085, STM14_3152
STM14_RS14090, protein_coding, STM14_RS14090, STM14_3153
STM14_RS14095, protein_coding, STM14_RS14095, STM14_3154
STM14_RS14100, protein_coding, STM14_RS14100, STM14_3155
STM14_RS14105, protein_coding, STM14_RS14105, STM14_3156
acpS, protein_coding, STM14_RS14110, STM14_3157
pdxJ, protein_coding, STM14_RS14115, STM14_3158
recO, protein_coding, STM14_RS14120, STM14_3159
era, protein_coding, STM14_RS14125, STM14_3160
rnc, protein_coding, STM14_RS14130, STM14_3161
lepB, protein_coding, STM14_RS14135, STM14_3162
lepA, protein_coding, STM14_RS14140, STM14_3163
gogB, protein_coding, STM14_RS14145, STM14_3164
STM14_RS25180, protein_coding, STM14_RS25180,
STM14_RS26420, pseudogene, STM14_RS26420,
STM14_RS25190, pseudogene, STM14_RS25190,
STM14_RS25195, pseudogene, STM14_RS25195,
STM14_RS26815, pseudogene, STM14_RS26815,
STM14_RS14155, protein_coding, STM14_RS14155, STM14_3167
STM14_RS14160, protein_coding, STM14_RS14160, STM14_3168
STM14_RS14165, protein_coding, STM14_RS14165, STM14_3169
STM14_RS14170, protein_coding, STM14_RS14170, STM14_3170
STM14_RS14175, protein_coding, STM14_RS14175, STM14_3171
STM14_RS14180, protein_coding, STM14_RS14180, STM14_3172
STM14_RS14185, protein_coding, STM14_RS14185, STM14_3173
STM14_RS14190, protein_coding, STM14_RS14190, STM14_3174
STM14_RS14195, protein_coding, STM14_RS14195, STM14_3175
STM14_RS14200, protein_coding, STM14_RS14200, STM14_3176
STM14_RS14205, protein_coding, STM14_RS14205, STM14_3177
STM14_RS14210, protein_coding, STM14_RS14210, STM14_3178
STM14_RS14215, protein_coding, STM14_RS14215, STM14_3179
STM14_RS14220, protein_coding, STM14_RS14220, STM14_3180
STM14_RS14225, protein_coding, STM14_RS14225, STM14_3181
STM14_RS14230, protein_coding, STM14_RS14230, STM14_3182
STM14_RS14235, protein_coding, STM14_RS14235, STM14_3183
STM14_RS14240, protein_coding, STM14_RS14240, STM14_3184
STM14_RS14245, pseudogene, STM14_RS14245, STM14_3185
STM14_RS14250, protein_coding, STM14_RS14250, STM14_3186
STM14_RS14255, protein_coding, STM14_RS14255, STM14_3187
STM14_RS14260, protein_coding, STM14_RS14260, STM14_3188
STM14_RS14265, protein_coding, STM14_RS14265, STM14_3189
STM14_RS14270, protein_coding, STM14_RS14270, STM14_3190
STM14_RS14275, protein_coding, STM14_RS14275, STM14_3191
STM14_RS14280, protein_coding, STM14_RS14280, STM14_3192
STM14_RS14285, protein_coding, STM14_RS14285, STM14_3193
STM14_RS14290, protein_coding, STM14_RS14290, STM14_3194
STM14_RS14295, protein_coding, STM14_RS14295, STM14_3195
STM14_RS14300, protein_coding, STM14_RS14300, STM14_3196
gogA, protein_coding, STM14_RS14305, STM14_3198
STM14_RS14310, protein_coding, STM14_RS14310, STM14_3199
STM14_RS14315, tRNA, STM14_RS14315, STM14_3200
STM14_RS14320, protein_coding, STM14_RS14320, STM14_3201
STM14_RS14325, protein_coding, STM14_RS14325, STM14_3203
STM14_RS14330, protein_coding, STM14_RS14330, STM14_3204
STM14_RS14335, protein_coding, STM14_RS14335, STM14_3205
STM14_RS26820, protein_coding, STM14_RS26820, STM14_3206
STM14_RS14345, protein_coding, STM14_RS14345, STM14_3207
STM14_RS25205, protein_coding, STM14_RS25205, STM14_3208
STM14_RS14350, protein_coding, STM14_RS14350, STM14_3210
STM14_RS14355, protein_coding, STM14_RS14355, STM14_3211
STM14_RS14360, protein_coding, STM14_RS14360, STM14_3212
STM14_RS14365, protein_coding, STM14_RS14365, STM14_3213
STM14_RS14370, protein_coding, STM14_RS14370, STM14_3214
STM14_RS14375, protein_coding, STM14_RS14375, STM14_3215
STM14_RS25210, protein_coding, STM14_RS25210, STM14_3216
STM14_RS14385, protein_coding, STM14_RS14385, STM14_3217
STM14_RS14390, protein_coding, STM14_RS14390, STM14_3218
STM14_RS14395, protein_coding, STM14_RS14395, STM14_3219
STM14_RS14400, protein_coding, STM14_RS14400, STM14_3220
STM14_RS26825, pseudogene, STM14_RS26825, STM14_3221
STM14_RS14405, protein_coding, STM14_RS14405, STM14_3222
STM14_RS14410, protein_coding, STM14_RS14410, STM14_3223
STM14_RS14415, protein_coding, STM14_RS14415, STM14_3224
STM14_RS14420, protein_coding, STM14_RS14420, STM14_3225
STM14_RS14425, protein_coding, STM14_RS14425, STM14_3226
xis, protein_coding, STM14_RS14430, STM14_3227
STM14_RS14435, protein_coding, STM14_RS14435, STM14_3228
rseC, protein_coding, STM14_RS14440, STM14_3231
rseB, protein_coding, STM14_RS14445, STM14_3232
rseA, protein_coding, STM14_RS14450, STM14_3233
rpoE, protein_coding, STM14_RS14455, STM14_3234
rseD, protein_coding, STM14_RS26425, STM14_3235
nadB, protein_coding, STM14_RS14460, STM14_3237
trmN, protein_coding, STM14_RS14465, STM14_3238
srmB, protein_coding, STM14_RS14470, STM14_3240
STM14_RS14475, protein_coding, STM14_RS14475, STM14_3241
eamB, protein_coding, STM14_RS14480, STM14_3242
grcA, protein_coding, STM14_RS14485, STM14_3243
ung, protein_coding, STM14_RS14490, STM14_3244
STM14_RS14495, protein_coding, STM14_RS14495, STM14_3245
trxC, protein_coding, STM14_RS14500, STM14_3246
tapT, protein_coding, STM14_RS14505, STM14_3247
pat, protein_coding, STM14_RS14510, STM14_3248
STM14_RS26830, pseudogene, STM14_RS26830,
pssA, protein_coding, STM14_RS14515, STM14_3250
STM14_RS14520, protein_coding, STM14_RS14520, STM14_3251
STM14_RS14525, protein_coding, STM14_RS14525, STM14_3252
STM14_RS14530, protein_coding, STM14_RS14530, STM14_3253
rrf, rRNA, STM14_RS14535, STM14_3254
STM14_RS14540, rRNA, STM14_RS14540, STM14_3256
STM14_RS14545, tRNA, STM14_RS14545, STM14_3257
STM14_RS14550, rRNA, STM14_RS14550, STM14_3258
clpB, protein_coding, STM14_RS14555, STM14_3261
yfiH, protein_coding, STM14_RS14560, STM14_3262
rluD, protein_coding, STM14_RS14565, STM14_3263
bamD, protein_coding, STM14_RS14570, STM14_3264
raiA, protein_coding, STM14_RS14575, STM14_3266
pheL, protein_coding, STM14_RS26430,
pheA, protein_coding, STM14_RS14580, STM14_3268
STM14_RS14585, protein_coding, STM14_RS14585, STM14_3269
tyrA, protein_coding, STM14_RS14590, STM14_3270
aroF, protein_coding, STM14_RS14595, STM14_3271
STM14_RS14600, protein_coding, STM14_RS14600, STM14_3274
dgcN, protein_coding, STM14_RS14605, STM14_3275
rplS, protein_coding, STM14_RS14610, STM14_3276
trmD, protein_coding, STM14_RS14615, STM14_3277
rimM, protein_coding, STM14_RS14620, STM14_3278
rpsP, protein_coding, STM14_RS14625, STM14_3279
ffh, protein_coding, STM14_RS14630, STM14_3281
STM14_RS14635, protein_coding, STM14_RS14635, STM14_3283
STM14_RS14640, protein_coding, STM14_RS14640, STM14_3284
STM14_RS14645, protein_coding, STM14_RS14645, STM14_3285
grpE, protein_coding, STM14_RS14650, STM14_3286
nadK, protein_coding, STM14_RS14655, STM14_3288
recN, protein_coding, STM14_RS14660, STM14_3289
bamE, protein_coding, STM14_RS14665, STM14_3290
STM14_RS14670, protein_coding, STM14_RS14670, STM14_3292
STM14_RS14675, protein_coding, STM14_RS14675, STM14_3293
smpB, protein_coding, STM14_RS14680, STM14_3294
bapA, protein_coding, STM14_RS14685, STM14_3297
STM14_RS14690, protein_coding, STM14_RS14690, STM14_3298
STM14_RS14695, protein_coding, STM14_RS14695, STM14_3299
STM14_RS14700, protein_coding, STM14_RS14700, STM14_3300
ssrA, tmRNA, STM14_RS24230,
STM14_RS14705, pseudogene, STM14_RS14705, STM14_3302
STM14_RS14715, protein_coding, STM14_RS14715, STM14_3304
STM14_RS14720, protein_coding, STM14_RS14720, STM14_3305
STM14_RS14725, protein_coding, STM14_RS14725, STM14_3306
STM14_RS14730, protein_coding, STM14_RS14730, STM14_3307
STM14_RS14735, protein_coding, STM14_RS14735, STM14_3308
STM14_RS14740, protein_coding, STM14_RS14740, STM14_3310
STM14_RS14745, protein_coding, STM14_RS14745, STM14_3311
STM14_RS14750, protein_coding, STM14_RS14750, STM14_3313
STM14_RS14755, protein_coding, STM14_RS14755, STM14_3314
STM14_RS14760, protein_coding, STM14_RS14760, STM14_3315
STM14_RS14765, protein_coding, STM14_RS14765, STM14_3316
STM14_RS14770, protein_coding, STM14_RS14770, STM14_3317
STM14_RS14775, protein_coding, STM14_RS14775, STM14_3318
STM14_RS14780, protein_coding, STM14_RS14780, STM14_3319
hxlA, protein_coding, STM14_RS14785, STM14_3320
hxlB, protein_coding, STM14_RS14790, STM14_3321
STM14_RS14795, protein_coding, STM14_RS14795, STM14_3322
ptsG, pseudogene, STM14_RS14800, STM14_3323
STM14_RS14805, protein_coding, STM14_RS14805, STM14_3325
STM14_RS14815, protein_coding, STM14_RS14815, STM14_3327
STM14_RS14820, protein_coding, STM14_RS14820, STM14_3328
STM14_RS14825, protein_coding, STM14_RS14825, STM14_3329
STM14_RS14830, protein_coding, STM14_RS14830, STM14_06470%2CSTM14_3330
STM14_RS26435, pseudogene, STM14_RS26435,
STM14_RS14850, protein_coding, STM14_RS14850, STM14_3333
STM14_RS14855, protein_coding, STM14_RS14855, STM14_3334
STM14_RS14865, protein_coding, STM14_RS14865, STM14_3336
fljA, protein_coding, STM14_RS14870, STM14_3337
STM14_RS14875, protein_coding, STM14_RS14875, STM14_3338
hin, protein_coding, STM14_RS14880, STM14_3339
iroB, protein_coding, STM14_RS14885, STM14_3344
iroC, protein_coding, STM14_RS14890, STM14_3345
STM14_RS14895, protein_coding, STM14_RS14895, STM14_3346
STM14_RS14900, protein_coding, STM14_RS14900, STM14_3347
STM14_RS14905, protein_coding, STM14_RS14905, STM14_3348
STM14_RS25255, protein_coding, STM14_RS25255,
pipB2, protein_coding, STM14_RS14915, STM14_3350
STM14_RS14920, protein_coding, STM14_RS14920, STM14_3352
STM14_RS14925, protein_coding, STM14_RS14925, STM14_3354
STM14_RS14935, protein_coding, STM14_RS14935, STM14_3358
STM14_RS14940, protein_coding, STM14_RS14940, STM14_3359
tctD, protein_coding, STM14_RS14945, STM14_3360
STM14_RS14955, protein_coding, STM14_RS14955, STM14_3361
STM14_RS14960, protein_coding, STM14_RS14960, STM14_3362
STM14_RS14965, protein_coding, STM14_RS14965, STM14_3363
glaH, protein_coding, STM14_RS14970, STM14_3365
lhgO, protein_coding, STM14_RS14975, STM14_3366
gabD, protein_coding, STM14_RS14980, STM14_3367
gabT, protein_coding, STM14_RS14985, STM14_3368
gabP, protein_coding, STM14_RS14990, STM14_3369
csiR, protein_coding, STM14_RS14995, STM14_3370
lysM, protein_coding, STM14_RS15000, STM14_3371
STM14_RS15005, protein_coding, STM14_RS15005, STM14_3373
STM14_RS15010, protein_coding, STM14_RS15010, STM14_3374
STM14_RS15015, protein_coding, STM14_RS15015, STM14_3375
STM14_RS15020, protein_coding, STM14_RS15020, STM14_3376
stpA, protein_coding, STM14_RS15025, STM14_3377
alaE, protein_coding, STM14_RS15030, STM14_3380
STM14_RS15035, protein_coding, STM14_RS15035, STM14_3381
STM14_RS15040, protein_coding, STM14_RS15040, STM14_3383
STM14_RS15045, protein_coding, STM14_RS15045, STM14_3384
STM14_RS15050, protein_coding, STM14_RS15050, STM14_3385
nrdH, protein_coding, STM14_RS15060, STM14_3387
nrdI, protein_coding, STM14_RS15065, STM14_3388
nrdE, protein_coding, STM14_RS15070, STM14_3389
nrdF, protein_coding, STM14_RS15075, STM14_3390
proV, protein_coding, STM14_RS15080, STM14_3391
proW, protein_coding, STM14_RS15085, STM14_3392
proX, protein_coding, STM14_RS15090, STM14_3393
STM14_RS15095, protein_coding, STM14_RS15095, STM14_3395
mprA, protein_coding, STM14_RS15100, STM14_3397
emrA, protein_coding, STM14_RS15105, STM14_3399
emrB, protein_coding, STM14_RS15110, STM14_3400
STM14_RS15115, protein_coding, STM14_RS15115, STM14_3401
luxS, protein_coding, STM14_RS15120, STM14_3402
gshA, protein_coding, STM14_RS15125, STM14_3403
STM14_RS15130, protein_coding, STM14_RS15130, STM14_3404
yqaB, protein_coding, STM14_RS15135, STM14_3405
STM14_RS15140, tRNA, STM14_RS15140, STM14_3406
STM14_RS15145, tRNA, STM14_RS15145, STM14_3407
STM14_RS15150, tRNA, STM14_RS15150, STM14_3408
STM14_RS15155, tRNA, STM14_RS15155, STM14_3409
STM14_RS15160, tRNA, STM14_RS15160, STM14_3410
csrA, protein_coding, STM14_RS15165, STM14_3412
alaS, protein_coding, STM14_RS15170, STM14_3413
recX, protein_coding, STM14_RS15175, STM14_3416
recA, protein_coding, STM14_RS15180, STM14_3417
pncC, protein_coding, STM14_RS15185, STM14_3418
STM14_RS26835, protein_coding, STM14_RS26835, STM14_3419
mltB, protein_coding, STM14_RS15190, STM14_3420
srlA, protein_coding, STM14_RS15195, STM14_3422
STM14_RS15200, protein_coding, STM14_RS15200, STM14_3423
srlB, protein_coding, STM14_RS15205, STM14_3424
srlD, protein_coding, STM14_RS15210, STM14_3425
gutM, protein_coding, STM14_RS15215, STM14_3426
srlR, protein_coding, STM14_RS15225, STM14_3428
gutQ, protein_coding, STM14_RS15230, STM14_3429
norR, protein_coding, STM14_RS15235, STM14_3430
norV, protein_coding, STM14_RS15240, STM14_3431
norW, protein_coding, STM14_RS15245, STM14_3432
hypF, protein_coding, STM14_RS15250, STM14_3434
hydN, protein_coding, STM14_RS15255, STM14_3436
STM14_RS15260, protein_coding, STM14_RS15260, STM14_3438
hycI, protein_coding, STM14_RS15265, STM14_3439
STM14_RS15270, protein_coding, STM14_RS15270, STM14_3440
hycG, protein_coding, STM14_RS15275, STM14_3441
hycF, protein_coding, STM14_RS15280, STM14_3442
hycE, protein_coding, STM14_RS15285, STM14_3443
STM14_RS15290, protein_coding, STM14_RS15290, STM14_3444
hycC, protein_coding, STM14_RS15295, STM14_3445
hycB, protein_coding, STM14_RS15300, STM14_3446
hycA, protein_coding, STM14_RS15305, STM14_3448
hypA, protein_coding, STM14_RS15310, STM14_3450
hypB, protein_coding, STM14_RS15315, STM14_3451
hypC, protein_coding, STM14_RS15320, STM14_3452
hypD, protein_coding, STM14_RS15325, STM14_3453
hypE, protein_coding, STM14_RS15330, STM14_3454
flhA, protein_coding, STM14_RS15335, STM14_3455
STM14_RS15340, protein_coding, STM14_RS15340, STM14_3456
sitA, protein_coding, STM14_RS15345, STM14_3458
sitB, protein_coding, STM14_RS15350, STM14_3459
sitC, protein_coding, STM14_RS15355, STM14_3460
sitD, protein_coding, STM14_RS15360, STM14_3461
avrA, pseudogene, STM14_RS15365, STM14_3462
sprB, protein_coding, STM14_RS15370, STM14_3463
hilC, protein_coding, STM14_RS15375, STM14_3465
STM14_RS15380, protein_coding, STM14_RS15380, STM14_3467
orgB, protein_coding, STM14_RS15385, STM14_3468
orgA, protein_coding, STM14_RS15390, STM14_3469
prgK, protein_coding, STM14_RS15395, STM14_3470
prgJ, protein_coding, STM14_RS15400, STM14_3471
prgI, protein_coding, STM14_RS15405, STM14_3472
prgH, protein_coding, STM14_RS15410, STM14_3473
hilD, protein_coding, STM14_RS15415, STM14_3474
hilA, protein_coding, STM14_RS15420, STM14_3475
iagB, protein_coding, STM14_RS15425, STM14_3476
sptP, protein_coding, STM14_RS15430, STM14_3477
sicP, protein_coding, STM14_RS15435, STM14_3478
STM14_RS15440, protein_coding, STM14_RS15440, STM14_3479
STM14_RS15445, protein_coding, STM14_RS15445, STM14_3480
sipA, protein_coding, STM14_RS15450, STM14_3481
sipD, protein_coding, STM14_RS15455, STM14_3482
sipC, protein_coding, STM14_RS15460, STM14_3483
sipB, protein_coding, STM14_RS15465, STM14_3484
sicA, protein_coding, STM14_RS15470, STM14_3485
spaS, protein_coding, STM14_RS15475, STM14_3486
spaR, protein_coding, STM14_RS15480, STM14_3487
spaQ, protein_coding, STM14_RS15485, STM14_3488
spaP, protein_coding, STM14_RS15490, STM14_3489
spaO, protein_coding, STM14_RS15495, STM14_3490
spaN, protein_coding, STM14_RS15500, STM14_3491
spaM, protein_coding, STM14_RS15505, STM14_3492
invC, protein_coding, STM14_RS15510, STM14_3493
spaK, protein_coding, STM14_RS15515, STM14_3494
invA, protein_coding, STM14_RS15520, STM14_3495
invE, protein_coding, STM14_RS15525, STM14_3496
invG, protein_coding, STM14_RS15530, STM14_3497
invF, protein_coding, STM14_RS15535, STM14_3498
invH, protein_coding, STM14_RS15540, STM14_3499
STM14_RS15545, protein_coding, STM14_RS15545, STM14_3500
STM14_RS15550, protein_coding, STM14_RS15550, STM14_3501
STM14_RS15555, protein_coding, STM14_RS15555, STM14_3503
STM14_RS25305, pseudogene, STM14_RS25305,
STM14_RS15560, protein_coding, STM14_RS15560, STM14_3505
STM14_RS15565, protein_coding, STM14_RS15565, STM14_3506
STM14_RS26125, pseudogene, STM14_RS26125, STM14_3507
pphB, protein_coding, STM14_RS15575, STM14_3509
STM14_RS15580, protein_coding, STM14_RS15580, STM14_3510
mutS, protein_coding, STM14_RS15585, STM14_3511
STM14_RS15590, protein_coding, STM14_RS15590, STM14_3512
STM14_RS15595, protein_coding, STM14_RS15595, STM14_3513
STM14_RS15600, protein_coding, STM14_RS15600, STM14_3514
STM14_RS15605, protein_coding, STM14_RS15605, STM14_3515
STM14_RS15610, protein_coding, STM14_RS15610, STM14_3516
STM14_RS15615, protein_coding, STM14_RS15615, STM14_3517
STM14_RS15620, protein_coding, STM14_RS15620, STM14_3518
STM14_RS15625, protein_coding, STM14_RS15625, STM14_3519
STM14_RS15630, protein_coding, STM14_RS15630, STM14_3520
ygbI, protein_coding, STM14_RS15635, STM14_3521
STM14_RS15640, protein_coding, STM14_RS15640, STM14_3522
STM14_RS15645, protein_coding, STM14_RS15645, STM14_3523
STM14_RS15650, protein_coding, STM14_RS15650, STM14_3524
STM14_RS15655, protein_coding, STM14_RS15655, STM14_3525
rpoS, protein_coding, STM14_RS15660, STM14_3526
nlpD, protein_coding, STM14_RS15665, STM14_3527
STM14_RS26840, protein_coding, STM14_RS26840,
STM14_RS15670, protein_coding, STM14_RS15670, STM14_3529
surE, protein_coding, STM14_RS15675, STM14_3530
truD, protein_coding, STM14_RS15680, STM14_3531
ispF, protein_coding, STM14_RS15685, STM14_3532
ispD, protein_coding, STM14_RS15690, STM14_3533
